"","Player","Team","Year","Service","Super2","Player.Amt.","Team.Amt.","Midpoint","Settled.Amt.","Winner","Prev.Salary","nameFirst","nameLast","playerID","birthCountry","weight","height","bats","throws","debut","prev.year","prev.salary","Salary","Salary.Min"
"800","Jon Jay","Cardinals",2015,4.134,"No",5e+06,4100000,4550000,"Extension","",3.25e+12,"Jon","Jay","jayjo02","USA",195,71,"L","L",2010-04-26,2014,"3250000","3250000 ",5e+05
"801","Jonathan Gray","Rockies",2019,3.062,"No",0,0,0,"2935000","",5.55e+11,"Jon","Gray","grayjo02","USA",235,76,"R","R",2015-08-04,2018,"555000 ","555000 ",545000
"802","Jonathan Herrera","Rockies",2013,3,"No",1e+06,8e+05,9e+05,"9e+05","",4.82e+11,"Jonathan","Herrera","herrejo03","Venezuela",180,69,"B","R",2008-04-30,2012,"482000","482000 ",480000
"803","Jonathan Herrera","Rockies",2014,4.001,"No",0,0,0,"1300000","",9e+11,"Jonathan","Herrera","herrejo03","Venezuela",180,69,"B","R",2008-04-30,2013,"9e+05","900000 ",490000
"804","Jonathan Sanchez","Royals",2012,5.071,"No",0,0,0,"5600000","",4.8e+12,"Jonathan","Sanchez","sanchjo01","P.R.",200,72,"L","L",2006-05-28,2011,"4800000","4800000 ",414000
"805","Jonathan Schoop","Orioles",2017,3.027,"No",0,0,0,"3475000","",5.225e+11,"Jonathan","Schoop","schoojo01","Curacao",225,73,"R","R",2013-09-25,2016,"522500","522500 ",507500
"806","Jonathan Schoop","Orioles",2018,4.027,"No",9e+06,7500000,8250000,"8500000","",3.475e+12,"Jonathan","Schoop","schoojo01","Curacao",225,73,"R","R",2013-09-25,2017,"3475000 ","3475000 ",535000
"807","Jonathan Villar","Brewers",2018,3.113,"No",0,0,0,"2550000","",5.545e+11,"Jonathan","Villar","villajo01","D.R.",215,73,"B","R",2013-07-22,2017,"554500 ","554500 ",535000
"808","Jonathan Villar","Orioles",2019,4.113,"No",0,0,0,"4825000","",2.55e+12,"Jonathan","Villar","villajo01","D.R.",215,73,"B","R",2013-07-22,2018,"2550000 ","2550000 ",545000
"809","Jonny Venters","Braves",2013,3,"No",0,0,0,"1625000","",5.33e+11,"Jonny","Venters","ventejo01","USA",200,75,"L","L",2010-04-17,2012,"533000","533000 ",480000
"810","Jonny Venters","Braves",2014,4,"No",0,0,0,"1625000","",1.625e+12,"Jonny","Venters","ventejo01","USA",200,75,"L","L",2010-04-17,2013,"0","0",490000
"811","Jonny Venters","Braves",2019,5.159,"No",0,0,0,"2250000","",5.575e+11,"Jonny","Venters","ventejo01","USA",200,75,"L","L",2010-04-17,2018,"0","0",545000
"812","Jordan Lyles","Rockies",2015,3.06,"No",0,0,0,"2475000","",5.02e+11,"Jordan","Lyles","lylesjo01","USA",230,77,"R","R",2011-05-31,2014,"502000","502000 ",5e+05
"813","Jordan Lyles","Rockies",2016,4.06,"No",0,0,0,"2975000","",2.475e+12,"Jordan","Lyles","lylesjo01","USA",230,77,"R","R",2011-05-31,2015,"2475000","2475000 ",507500
"814","Jordan Lyles","Rockies",2017,5.021,"No",0,0,0,"3175000","",2.975e+12,"Jordan","Lyles","lylesjo01","USA",230,77,"R","R",2011-05-31,2016,"2975000","2975000 ",507500
"815","Jordan Schafer","Braves",2014,3.121,"No",0,0,0,"1090000","",5.125e+11,"Jordan","Schafer","schafjo02","USA",205,73,"L","L",2009-04-05,2013,"512500","512500 ",490000
"816","Jordan Schafer","Twins",2015,4.121,"No",1700000,1400000,1550000,"1550000","",1.09e+12,"Jordan","Schafer","schafjo02","USA",205,73,"L","L",2009-04-05,2014,"1090000","1090000 ",5e+05
"817","Jordan Walden","Braves",2014,3.043,"No",0,0,0,"1490000","",5.415e+11,"Jordan","Walden","waldejo01","USA",250,77,"R","R",2010-08-22,2013,"541500","541500 ",490000
"818","Jordan Walden","Cardinals",2015,4.043,"No",0,0,0,"Extension","",1.49e+12,"Jordan","Walden","waldejo01","USA",250,77,"R","R",2010-08-22,2014,"1490000","1490000 ",5e+05
"819","Jordan Zimmermann","Nationals",2012,2.154,"Yes",0,0,0,"2300000","",4.15e+11,"Jordan","Zimmermann","zimmejo02","USA",225,74,"R","R",2009-04-20,2011,"415000","415000 ",414000
"820","Jordan Zimmermann","Nationals",2013,3.15,"No",5800000,4600000,5200000,"5350000","",2.3e+12,"Jordan","Zimmermann","zimmejo02","USA",225,74,"R","R",2009-04-20,2012,"2300000","2300000 ",480000
"821","Jordan Zimmermann","Nationals",2014,4.154,"No",0,0,0,"Extension","",5.35e+12,"Jordan","Zimmermann","zimmejo02","USA",225,74,"R","R",2009-04-20,2013,"5350000","5350000 ",490000
"822","Jordy Mercer","Pirates",2016,3.095,"No",0,0,0,"2075000","",5.38e+11,"Jordy","Mercer","mercejo03","USA",210,75,"R","R",2012-05-29,2015,"538000","538000 ",507500
"823","Jordy Mercer","Pirates",2017,4.095,"No",0,0,0,"4325000","",2.075e+12,"Jordy","Mercer","mercejo03","USA",210,75,"R","R",2012-05-29,2016,"2075000","2075000 ",507500
"824","Jordy Mercer","Pirates",2018,5.095,"No",0,0,0,"6750000","",4.325e+12,"Jordy","Mercer","mercejo03","USA",210,75,"R","R",2012-05-29,2017,"4325000 ","4325000 ",535000
"825","Jose Abreu","White Sox",2017,3,"No",0,0,0,"10825000","",1.1666667e+13,"Jose","Abreu","abreujo02","Cuba",255,75,"R","R",2014-03-31,2016,"11666667","13334000 ",507500
"826","Jose Abreu","White Sox",2018,4,"No",0,0,0,"1.3e+07","",1.0825e+13,"Jose","Abreu","abreujo02","Cuba",255,75,"R","R",2014-03-31,2017,"10825000 ","10825000 ",535000
"827","Jose Abreu","White Sox",2019,5,"No",0,0,0,"1.6e+07","",1.3e+13,"Jose","Abreu","abreujo02","Cuba",255,75,"R","R",2014-03-31,2018,"13000000 ","13000000 ",545000
"828","Jose Alvarez","Angels",2018,3.035,"No",0,0,0,"1050000","",5.575e+11,"Jose","Alvarez","alvarjo02","Venezuela",180,71,"L","L",2013-06-09,2017,"557500 ","557500 ",535000
"829","Jose Alvarez","Phillies",2019,4.035,"No",0,0,0,"1925000","",1.05e+12,"Jose","Alvarez","alvarjo02","Venezuela",180,71,"L","L",2013-06-09,2018,"1050000 ","1050000 ",545000
"830","Jose Arredondo","Reds",2012,2.168,"Yes",875000,725000,8e+05,"Extension","",4.8e+11,"Jose","Arredondo","arredjo01","D.R.",190,72,"R","R",2008-05-14,2011,"480000","480000 ",414000
"831","Jose Fernandez","Marlins",2016,3,"No",0,0,0,"2800000","",6.51e+11,"Jose","Fernandez","fernajo02","Cuba",240,75,"R","R",2013-04-07,2015,"651000","651000 ",507500
"832","Jose Iglesias","Tigers",2016,3.036,"No",0,0,0,"2100000","",1.44375e+12,"Jose","Iglesias","iglesjo01","Cuba",194,71,"R","R",2011-05-08,2015,"1443750","1443750 ",507500
"833","Jose Iglesias","Tigers",2017,4.036,"No",0,0,0,"4100000","",2.1e+12,"Jose","Iglesias","iglesjo01","Cuba",194,71,"R","R",2011-05-08,2016,"2100000","2100000 ",507500
"834","Jose Iglesias","Tigers",2018,5.036,"No",6800000,5600000,6200000,"6275000","",4.1e+12,"Jose","Iglesias","iglesjo01","Cuba",194,71,"R","R",2011-05-08,2017,"4100000 ","4100000 ",535000
"835","Jose Lobaton","Rays",2014,2.138,"Yes",0,0,0,"9e+05","",4.965e+11,"Jose","Lobaton","lobatjo01","Venezuela",205,73,"B","R",2009-07-05,2013,"496500 ","496500 ",490000
"836","Jose Lobaton","Nationals",2015,3.138,"No",0,0,0,"1200000","",9e+11,"Jose","Lobaton","lobatjo01","Venezuela",205,73,"B","R",2009-07-05,2014,"9e+05","900000 ",5e+05
"837","Jose Lobaton","Nationals",2016,4.138,"No",0,0,0,"1387000","",1.2e+12,"Jose","Lobaton","lobatjo01","Venezuela",205,73,"B","R",2009-07-05,2015,"1200000","1200000 ",507500
"838","Jose Lobaton","Nationals",2017,5.138,"No",0,0,0,"1575000","",1.387e+12,"Jose","Lobaton","lobatjo01","Venezuela",205,73,"B","R",2009-07-05,2016,"1387500","1387500 ",507500
"839","Jose Mijares","Giants",2013,4.02,"No",0,0,0,"1800000","",9.25e+11,"Jose","Mijares","mijarjo01","Venezuela",265,71,"L","L",2008-09-13,2012,"925000","925000 ",480000
"840","Jose Peraza","Reds",2019,2.141,"Yes",0,0,0,"2775000","",5.7e+11,"Jose","Peraza","perazjo01","Venezuela",196,72,"R","R",2015-08-10,2018,"570000 ","570000 ",545000
"841","Jose Urena","Marlins",2019,3.04,"No",0,0,0,"3200000","",5.45e+11,"Jose","Urena","urenajo01","D.R.",200,74,"R","R",2015-04-14,2018,"0","0",545000
"842","Jose Veras","Brewers",2012,4.128,"No",2375000,2e+06,2188000,"2e+06","Team",1.625e+12,"Jose","Veras","verasjo01","D.R.",240,78,"R","R",2006-08-05,2011,"0","0",414000
"843","Josh Collmenter","Diamondbacks",2014,3,"No",0,0,0,"Extension","",5.04e+11,"Josh","Collmenter","collmjo01","USA",240,75,"R","R",2011-04-17,2013,"504000","504000 ",490000
"844","Josh Collmenter","Braves",2017,5.144,"No",0,0,0,"1200000","",1.825e+12,"Josh","Collmenter","collmjo01","USA",240,75,"R","R",2011-04-17,2016,"1825000 ","1825000 ",507500
"845","Josh Donaldson","Blue Jays",2015,2.158,"Yes",5750000,4300000,5025000,"4300000","Team",5e+11,"Josh","Donaldson","donaljo02","USA",210,73,"R","R",2010-04-30,2014,"5e+05","500000 ",5e+05
"846","Josh Donaldson","Blue Jays",2016,3.158,"No",11800000,11350000,11575000,"Extension","",4.3e+12,"Josh","Donaldson","donaljo02","USA",210,73,"R","R",2010-04-30,2015,"4300000","4300000 ",507500
"847","Josh Donaldson","Blue Jays",2018,5.158,"No",0,0,0,"2.3e+07","",1.7e+13,"Josh","Donaldson","donaljo02","USA",210,73,"R","R",2010-04-30,2017,"17000000 ","17000000 ",535000
"848","Josh Edgin","Mets",2016,3.015,"No",0,0,0,"625000","",5.075e+11,"Josh","Edgin","edginjo01","USA",245,73,"R","L",2012-07-13,2015,"0","0",507500
"849","Josh Edgin","Mets",2017,3.097,"No",0,0,0,"675000","",6.25e+11,"Josh","Edgin","edginjo01","USA",245,73,"R","L",2012-07-13,2016,"625000","625000 ",507500
"850","Josh Fields","Astros",2016,3,"No",0,0,0,"9e+05","",5.167e+11,"Josh","Fields","fieldjo03","USA",195,72,"R","R",2013-04-02,2015,"516700","516700 ",507500
"851","Josh Fields","Dodgers",2017,3.092,"No",0,0,0,"1050000","",9e+11,"Josh","Fields","fieldjo03","USA",195,72,"R","R",2013-04-02,2016,"9e+05","900000 ",507500
"852","Josh Fields","Dodgers",2018,4.083,"No",0,0,0,"2200000","",1.05e+12,"Josh","Fields","fieldjo03","USA",195,72,"R","R",2013-04-02,2017,"1050000 ","1050000 ",535000
"853","Josh Fields","Dodgers",2019,5.083,"No",0,0,0,"2850000","",2.2e+12,"Josh","Fields","fieldjo03","USA",195,72,"R","R",2013-04-02,2018,"2200000 ","2200000 ",545000
"854","Josh Harrison","Pirates",2015,3.033,"No",0,0,0,"2800000","",5.13e+11,"Josh","Harrison","harrijo05","USA",185,68,"R","R",2011-05-31,2014,"513000","513000 ",5e+05
"855","Josh Kinney","Mariners",2013,3.09,"No",0,0,0,"7e+05","",4.8e+11,"Josh","Kinney","kinnejo01","USA",220,72,"R","R",2006-07-03,2012,"0","0",480000
"856","Josh Outman","Rockies",2013,3.05,"No",0,0,0,"675000","",4.82e+11,"Josh","Outman","outmajo01","USA",205,73,"L","L",2008-09-02,2012,"482000","482000 ",480000
"857","Josh Outman","Indians",2014,4.036,"No",0,0,0,"1250000","",6.75e+11,"Josh","Outman","outmajo01","USA",205,73,"L","L",2008-09-02,2013,"675000 ","675000 ",490000
"858","Josh Phegley","Athletics",2018,3.016,"No",0,0,0,"905000","",5.45e+11,"Josh","Phegley","phegljo01","USA",230,70,"R","R",2013-07-05,2017,"545000 ","545000 ",535000
"859","Josh Phegley","Athletics",2019,4.087,"No",0,0,0,"1075000","",9.05e+11,"Josh","Phegley","phegljo01","USA",230,70,"R","R",2013-07-05,2018,"905000 ","905000 ",545000
"860","Josh Reddick","Athletics",2014,3.05,"No",3250000,2e+06,2625000,"2700000","",5.1e+11,"Josh","Reddick","reddijo01","USA",195,74,"L","R",2009-07-31,2013,"510000","510000 ",490000
"861","Josh Reddick","Athletics",2015,4.05,"No",0,0,0,"4100000","",2.7e+12,"Josh","Reddick","reddijo01","USA",195,74,"L","R",2009-07-31,2014,"2700000","2700000 ",5e+05
"862","Josh Reddick","Athletics",2016,5.05,"No",0,0,0,"6575000","",4.1e+12,"Josh","Reddick","reddijo01","USA",195,74,"L","R",2009-07-31,2015,"4100000","4100000 ",507500
"863","Josh Thole","Blue Jays",2013,2.142,"Yes",0,0,0,"Extension","",4.9892e+11,"Josh","Thole","tholejo01","USA",205,73,"L","R",2009-09-03,2012,"498920","498920 ",480000
"864","Josh Tomlin","Indians",2014,3.069,"No",975000,8e+05,887000,"8e+05","Team",5.018e+11,"Josh","Tomlin","tomlijo01","USA",190,73,"R","R",2010-07-27,2013,"501800","501800 ",490000
"865","Josh Tomlin","Indians",2015,4.033,"No",0,0,0,"1500000","",8e+11,"Josh","Tomlin","tomlijo01","USA",190,73,"R","R",2010-07-27,2014,"8e+05","800000 ",5e+05
"866","Josh Tomlin","Indians",2016,4.151,"No",0,0,0,"2250000","",1.5e+12,"Josh","Tomlin","tomlijo01","USA",190,73,"R","R",2010-07-27,2015,"1500000","1500000 ",507500
"867","Juan Carlos Oviedo","Marlins",2012,5.108,"No",0,0,0,"6e+06","",3.65e+12,"Juan Carlos","Oviedo","nunezle01","D.R.",195,74,"R","R",2005-05-09,2011,"3650000","3650000 ",414000
"868","Juan Francisco","Brewers",2014,2.156,"Yes",0,0,0,"1350000","",4.9625e+11,"Juan","Francisco","francju02","D.R.",245,74,"L","R",2009-09-14,2013,"496250","496250 ",490000
"869","Juan Nicasio","Rockies",2014,2.124,"Yes",0,0,0,"2025000","",4.91e+11,"Juan","Nicasio","nicasju01","D.R.",252,76,"R","R",2011-05-28,2013,"491000","491000 ",490000
"870","Juan Nicasio","Dodgers",2015,3.084,"No",0,0,0,"2300000","",2.025e+12,"Juan","Nicasio","nicasju01","D.R.",252,76,"R","R",2011-05-28,2014,"2025000","2025000 ",5e+05
"871","Juan Nicasio","Pirates",2017,5.084,"No",0,0,0,"3650000","",3e+12,"Juan","Nicasio","nicasju01","D.R.",252,76,"R","R",2011-05-28,2016,"3e+06","3000000 ",507500
"872","Junichi Tazawa","Red Sox",2014,3.086,"No",0,0,0,"1275000","",8.15e+11,"Junichi","Tazawa","tazawju01","Japan",200,71,"R","R",2009-08-07,2013,"815000","815000 ",490000
"873","Junichi Tazawa","Red Sox",2015,4.086,"No",0,0,0,"2250000","",1.275e+12,"Junichi","Tazawa","tazawju01","Japan",200,71,"R","R",2009-08-07,2014,"1275000","1275000 ",5e+05
"874","Junichi Tazawa","Red Sox",2016,5.086,"No",4150000,2700000,3425000,"3375000","",2.25e+12,"Junichi","Tazawa","tazawju01","Japan",200,71,"R","R",2009-08-07,2015,"2250000","2250000 ",507500
"875","Junior Guerra","Brewers",2019,2.155,"Yes",0,0,0,"2225000","",5.45e+11,"Junior","Guerra","guerrju02","Venezuela",205,72,"R","R",2015-06-12,2018,"0","0",545000
"876","Jurickson Profar","Rangers",2016,2.167,"Yes",0,0,0,"605000","",5.075e+11,"Jurickson","Profar","profaju01","Curacao",190,72,"B","R",2012-09-02,2015,"0","0",507500
"877","Jurickson Profar","Rangers",2017,3.124,"No",0,0,0,"1005000","",6.05e+11,"Jurickson","Profar","profaju01","Curacao",190,72,"B","R",2012-09-02,2016,"605000 ","605000 ",507500
"878","Jurickson Profar","Rangers",2018,3.165,"No",0,0,0,"1050000","",1.005e+12,"Jurickson","Profar","profaju01","Curacao",190,72,"B","R",2012-09-02,2017,"1050000 ","1050000 ",535000
"879","Jurickson Profar","Athletics",2019,4.165,"No",0,0,0,"3600000","",1.05e+12,"Jurickson","Profar","profaju01","Curacao",190,72,"B","R",2012-09-02,2018,"1050000 ","1050000 ",545000
"880","Justin Bour","Marlins",2018,3.064,"No",3400000,3e+06,3200000,"3400000","Player",5.525e+11,"Justin","Bour","bourju01","USA",265,75,"L","R",2014-06-05,2017,"552500 ","552500 ",535000
"881","Justin Grimm","Cubs",2016,2.17,"Yes",0,0,0,"1275000","",5.315e+11,"Justin","Grimm","grimmju01","USA",210,75,"R","R",2012-06-16,2015,"531500","531500 ",507500
"882","Justin Grimm","Cubs",2017,3.17,"No",0,0,0,"1825000","",1.275e+12,"Justin","Grimm","grimmju01","USA",210,75,"R","R",2012-06-16,2016,"1275000","1275000 ",507500
"883","Justin Grimm","Cubs",2018,4.153,"No",2475000,2200000,2337000,"2200000","Team",1.825e+12,"Justin","Grimm","grimmju01","USA",210,75,"R","R",2012-06-16,2017,"1825000 ","1825000 ",535000
"884","Justin Masterson","Indians",2012,3.108,"No",0,0,0,"3825000","",4.684e+11,"Justin","Masterson","masteju01","Jamaica",260,78,"R","R",2008-04-24,2011,"468400","468400 ",414000
"885","Justin Masterson","Indians",2013,4.11,"No",0,0,0,"5688000","",3.825e+12,"Justin","Masterson","masteju01","Jamaica",260,78,"R","R",2008-04-24,2012,"3825000","3825000 ",480000
"886","Justin Masterson","Indians",2014,5.108,"No",11800000,8050000,9925000,"9762000","",5.688e+12,"Justin","Masterson","masteju01","Jamaica",260,78,"R","R",2008-04-24,2013,"5687500","5687500 ",490000
"887","Justin Maxwell","Royals",2014,3.066,"No",1700000,1075000,1387000,"1325000","",4.925e+11,"Justin","Maxwell","maxweju01","USA",225,76,"R","R",2007-09-05,2013,"492500","492500 ",490000
"888","Justin Ruggiano","Cubs",2014,3.019,"No",2450000,1600000,2025000,"2e+06","",4.945e+11,"Justin","Ruggiano","ruggiju01","USA",210,73,"R","R",2007-09-19,2013,"494500","494500 ",490000
"889","Justin Ruggiano","Cubs",2015,4.019,"No",0,0,0,"2505000","",2e+12,"Justin","Ruggiano","ruggiju01","USA",210,73,"R","R",2007-09-19,2014,"2e+06","2000000 ",5e+05
"890","Justin Smoak","Mariners",2014,3.113,"No",3250000,2025000,2638000,"2638000","",5.14e+11,"Justin","Smoak","smoakju01","USA",220,76,"B","L",2010-04-23,2013,"514000","514000 ",490000
"891","Justin Smoak","Blue Jays",2016,5.077,"No",0,0,0,"3900000","",1e+12,"Justin","Smoak","smoakju01","USA",220,76,"B","L",2010-04-23,2015,"1e+06","1000000 ",507500
"892","Justin Turner","Dodgers",2015,4.045,"No",0,0,0,"2500000","",1e+12,"Justin","Turner","turneju01","USA",205,71,"R","R",2009-09-08,2014,"1e+06","1000000 ",5e+05
"893","Justin Turner","Dodgers",2016,5.045,"No",0,0,0,"5100000","",2.5e+12,"Justin","Turner","turneju01","USA",205,71,"R","R",2009-09-08,2015,"2500000","2500000 ",507500
"894","Justin Wilson","Tigers",2016,3.035,"No",0,0,0,"1525000","",5.56e+11,"Justin","Wilson","wilsoju10","USA",205,74,"L","L",2012-08-20,2015,"556000","556000 ",507500
"895","Justin Wilson","Tigers",2017,4.035,"No",0,0,0,"2700000","",1.525e+12,"Justin","Wilson","wilsoju10","USA",205,74,"L","L",2012-08-20,2016,"1525000","1525000 ",507500
"896","Justin Wilson","Cubs",2018,5.035,"No",0,0,0,"4250000","",2.7e+12,"Justin","Wilson","wilsoju10","USA",205,74,"L","L",2012-08-20,2017,"2700000 ","2700000 ",535000
"897","Kameron Loe","Brewers",2012,4.133,"No",0,0,0,"2175000","",1.25e+12,"Kameron","Loe","loeka01","USA",245,80,"R","R",2004-09-26,2011,"1250000","1250000 ",414000
"898","Kelly Johnson","Blue Jays",2012,6.127,"No",0,0,0,"6375000","",5.85e+12,"Kelly","Johnson","johnske05","USA",200,73,"L","R",2005-05-29,2011,"5850000","5850000 ",414000
"899","Kelvin Herrera","Royals",2015,2.157,"Yes",1900000,1150000,1525000,"Extension","",5.225e+11,"Kelvin","Herrera","herreke01","D.R.",200,70,"R","R",2011-09-21,2014,"522500","522500 ",5e+05
"900","Kelvin Herrera","Royals",2017,4.157,"No",5600000,5050000,5325000,"5325000","",2.55e+12,"Kelvin","Herrera","herreke01","D.R.",200,70,"R","R",2011-09-21,2016,"2550000","2550000 ",507500
"901","Kelvin Herrera","Royals",2018,5.157,"No",0,0,0,"7937000","",5.325e+12,"Kelvin","Herrera","herreke01","D.R.",200,70,"R","R",2011-09-21,2017,"5325000 ","5325000 ",535000
"902","Ken Giles","Astros",2018,3.113,"No",4600000,4200000,4400000,"4600000","Player",5.501e+11,"Ken","Giles","gileske01","USA",205,74,"R","R",2014-06-12,2017,"550100 ","550100 ",535000
"903","Ken Giles","Blue Jays",2019,4.113,"No",0,0,0,"6300000","",4.6e+12,"Ken","Giles","gileske01","USA",205,74,"R","R",2014-06-12,2018,"4600000 ","4600000 ",545000
"904","Kendall Graveman","Athletics",2018,3.014,"No",2600000,2360000,2480000,"2360000","Team",5.45e+11,"Kendall","Graveman","graveke01","USA",200,74,"R","R",2014-09-05,2017,"545000 ","545000 ",535000
"905","Kendrys Morales","Angels",2012,4.057,"No",0,0,0,"2975000","",2.975e+12,"Kendrys","Morales","moralke01","Cuba",225,73,"B","R",2006-05-23,2011,"2975000","0",414000
"906","Kendrys Morales","Mariners",2013,5.06,"No",0,0,0,"5250000","",2.975e+12,"Kendrys","Morales","moralke01","Cuba",225,73,"B","R",2006-05-23,2012,"2975000","2975000 ",480000
"907","Kenley Jansen","Dodgers",2014,3.073,"No",5050000,3500000,4275000,"4300000","",5.12e+11,"Kenley","Jansen","janseke01","Curacao",275,77,"B","R",2010-07-24,2013,"512000","512000 ",490000
"908","Kenley Jansen","Dodgers",2015,4.073,"No",0,0,0,"7400000","",4.3e+12,"Kenley","Jansen","janseke01","Curacao",275,77,"B","R",2010-07-24,2014,"4300000","4300000 ",5e+05
"909","Kenley Jansen","Dodgers",2016,5.073,"No",0,0,0,"10650000","",7.4e+12,"Kenley","Jansen","janseke01","Curacao",275,77,"B","R",2010-07-24,2015,"7425000","7425000 ",507500
"910","Keone Kela","Rangers",2018,3,"No",0,0,0,"1200000","",5.4321e+11,"Keone","Kela","kelake01","USA",210,73,"R","R",2015-04-07,2017,"543210 ","543210 ",535000
"911","Keone Kela","Pirates",2019,4,"No",0,0,0,"3175000","",1.2e+12,"Keone","Kela","kelake01","USA",210,73,"R","R",2015-04-07,2018,"1200000 ","1200000 ",545000
"912","Kevin Frandsen","Phillies",2013,3.15,"No",0,0,0,"850000","",4.8e+11,"Kevin","Frandsen","frandke01","USA",190,72,"R","R",2006-04-28,2012,"0","0",480000
"913","Kevin Frandsen","Phillies",2014,4.151,"No",0,0,0,"9e+05","",8.5e+11,"Kevin","Frandsen","frandke01","USA",190,72,"R","R",2006-04-28,2013,"850000","850000 ",490000
"914","Kevin Frandsen","Nationals",2015,5.151,"No",0,0,0,"1e+06","",9e+11,"Kevin","Frandsen","frandke01","USA",190,72,"R","R",2006-04-28,2014,"9e+05","900000 ",5e+05
"915","Kevin Gausman","Orioles",2017,2.151,"Yes",3550000,3150000,3350000,"3450000","",5.32e+11,"Kevin","Gausman","gausmke01","USA",190,75,"L","R",2013-05-23,2016,"532000","532000 ",507500
"916","Kevin Gausman","Orioles",2018,3.151,"No",6225000,5300000,5763000,"5600000","",3.45e+12,"Kevin","Gausman","gausmke01","USA",190,75,"L","R",2013-05-23,2017,"3450000 ","3450000 ",535000
"917","Kevin Gausman","Braves",2019,4.151,"No",0,0,0,"9350000","",5.6e+12,"Kevin","Gausman","gausmke01","USA",190,75,"L","R",2013-05-23,2018,"5600000 ","5600000 ",545000
"918","Kevin Jepsen","Angels",2013,2.163,"Yes",1400000,975000,1188000,"1181000","",5.01e+11,"Kevin","Jepsen","jepseke01","USA",235,75,"R","R",2008-09-08,2012,"501000","501000 ",480000
"919","Kevin Jepsen","Angels",2014,3.163,"No",1625000,1300000,1462000,"1462000","",1.181e+12,"Kevin","Jepsen","jepseke01","USA",235,75,"R","R",2008-09-08,2013,"1181250","1181000 ",490000
"920","Kevin Jepsen","Angels",2015,4.163,"No",0,0,0,"3025000","",1.462e+12,"Kevin","Jepsen","jepseke01","USA",235,75,"R","R",2008-09-08,2014,"1462500","1462500 ",5e+05
"921","Kevin Jepsen","Twins",2016,5.163,"No",5400000,5050000,5225000,"5312000","",3.025e+12,"Kevin","Jepsen","jepseke01","USA",235,75,"R","R",2008-09-08,2015,"3025000","3025000 ",507500
"922","Kevin Kiermaier","Rays",2017,2.131,"Yes",0,0,0,"2975000","",5.144e+11,"Kevin","Kiermaier","kiermke01","USA",215,73,"L","R",2013-09-30,2016,"514400","514400 ",507500
"923","Kevin Pillar","Blue Jays",2018,3.113,"No",0,0,0,"3250000","",5.55e+11,"Kevin","Pillar","pillake01","USA",205,72,"R","R",2013-08-14,2017,"555000 ","555000 ",535000
"924","Kevin Pillar","Blue Jays",2019,4.113,"No",0,0,0,"5800000","",3.25e+12,"Kevin","Pillar","pillake01","USA",205,72,"R","R",2013-08-14,2018,"3250000 ","3250000 ",545000
"925","Kevin Plawecki","Indians",2019,2.167,"Yes",0,0,0,"1137000","",5.57471e+11,"Kevin","Plawecki","plaweke01","USA",210,74,"R","R",2015-04-21,2018,"557471 ","557471 ",545000
"926","Kevin Siegrist","Cardinals",2017,3.116,"No",0,0,0,"1637000","",5.39e+11,"Kevin","Siegrist","siegrke01","USA",230,77,"L","L",2013-06-06,2016,"539000","539000 ",507500
"927","Kevin Slowey","Indians",2012,4.053,"No",0,0,0,"2750000","",2.7e+12,"Kevin","Slowey","sloweke01","USA",200,75,"R","R",2007-06-01,2011,"2700000","2700000 ",414000
"928","Khris Davis","Athletics",2017,3.104,"No",5e+06,4650000,4825000,"5e+06","Player",5.245e+11,"Khris","Davis","daviskh01","USA",195,70,"R","R",2013-04-01,2016,"524500","524500 ",507500
"929","Khris Davis","Athletics",2018,4.104,"No",0,0,0,"10500000","",5e+12,"Khris","Davis","daviskh01","USA",195,70,"R","R",2013-04-01,2017,"5000000 ","5000000 ",535000
"930","Khris Davis","Athletics",2019,5.104,"No",0,0,0,"16500000","",1.05e+13,"Khris","Davis","daviskh01","USA",195,70,"R","R",2013-04-01,2018,"10500000 ","10500000 ",545000
"931","Kirby Yates","Padres",2018,3.021,"No",0,0,0,"1062000","",5.35e+11,"Kirby","Yates","yateski01","USA",210,70,"L","R",2014-06-07,2017,"0","0",535000
"932","Kirby Yates","Padres",2019,4.021,"No",0,0,0,"3062000","",1.062e+12,"Kirby","Yates","yateski01","USA",210,70,"L","R",2014-06-07,2018,"1062500 ","1062500 ",545000
"933","Kirk Nieuwenhuis","Brewers",2017,3.112,"No",0,0,0,"9e+05","",5.14e+11,"Kirk","Nieuwenhuis","nieuwki01","USA",225,75,"L","R",2012-04-07,2016,"514000","514000 ",507500
"934","Kole Calhoun","Angels",2016,2.13,"Yes",3900000,2350000,3125000,"3400000","",5.375e+11,"Kole","Calhoun","calhoko01","USA",200,70,"L","L",2012-05-22,2015,"537500","537500 ",507500
"935","Kole Calhoun","Angels",2017,3.13,"No",0,0,0,"Extension","",3.4e+12,"Kole","Calhoun","calhoko01","USA",200,70,"L","L",2012-05-22,2016,"3400000","3400000 ",507500
"936","Kris Bryant","Cubs",2018,2.171,"Yes",0,0,0,"10850000","",1.05e+12,"Kris","Bryant","bryankr01","USA",230,77,"R","R",2015-04-17,2017,"1050000 ","1050000 ",535000
"937","Kris Bryant","Cubs",2019,3.171,"No",0,0,0,"12900000","",1.085e+13,"Kris","Bryant","bryankr01","USA",230,77,"R","R",2015-04-17,2018,"10850000 ","10850000 ",545000
